Date,Stock_Return,Bond_Return
2005-03-31,-0.02198284014511953,-0.012506251236075627
2005-04-30,-0.01864435087595917,0.013807619448537256
2005-05-31,0.032280096739519815,0.004987801026500538
2005-06-30,-0.002585823526221609,0.005372460100938614
2005-07-31,0.0381136318654669,-0.01356672652597668
2005-08-31,-0.009192197055563844,0.008524176240373826
2005-09-30,0.003611608318117465,-0.012651905484370118
2005-10-31,-0.023744936818873796,-0.013104361992785862
2005-11-30,0.04414517947804897,0.0001027737346304125
2005-12-31,-0.007116393230848783,0.0035556057953289866
2006-01-31,0.024313575279029997,-0.0005990346326495422
2006-02-28,0.005157006720875268,-0.001990294432938966
2006-03-31,0.012775318372013844,-0.012394207139053037
2006-04-30,0.01240754234834962,-0.005396471048381146
2006-05-31,-0.029623166114529198,-0.005749754384497985
2006-06-30,-0.0022302490868171265,-0.005470268309893278
2006-07-31,0.0046751527494908185,0.009815553735168958
2006-08-31,0.02163915948959594,0.011739014953767501
2006-09-30,0.022005278091949965,0.006154454964106604
2006-10-31,0.03214188638216897,0.0026618852985784702
2006-11-30,0.019816972809270084,0.006294137478832562
2006-12-31,0.007507147468412745,-0.013484059255975622
2007-01-31,0.015158727252755355,-0.0006430652259249436
2007-02-28,-0.019513074842200218,0.012197674689049753
2007-03-31,0.007486021188934711,-0.0058096042933116765
2007-04-30,0.04429027841168409,0.001969679265851454
2007-05-31,0.034055348682715314,-0.013028919408309969
2007-06-30,-0.019095842702328003,-0.008028055997735484
2007-07-31,-0.03125673265022966,0.006437248606331769
2007-08-31,0.012943457993808583,0.00835339422480419
2007-09-30,0.033697208146346025,0.0020172003735174915
2007-10-31,0.013669883776252334,0.005818024548974288
2007-11-30,-0.038663012412729514,0.01377499308946839
2007-12-31,-0.016521360069747137,-0.0080827589689213
2008-01-31,-0.06050263729444616,0.023216510536704593
2008-02-29,-0.025910549160218954,-0.005573244446655523
2008-03-31,-0.013609857217583343,-0.002502692176366672
2008-04-30,0.0476386883893587,-0.0007623461201848869
2008-05-31,0.01522309711286085,-0.015880943119219948
2008-06-30,-0.08818418525631566,-0.005598808579654668
2008-07-31,-0.009119695240564107,0.00010257948948755313
2008-08-31,0.015355733669076166,0.0032809248643845823
2008-09-30,-0.09920658485254441,-0.021416650266701698
2008-10-31,-0.16524392560330547,-0.02663226089534232
2008-11-30,-0.06965245383786545,0.025850283550831854
2008-12-31,0.0017063324211792352,0.05855065867856246
2009-01-31,-0.0821206358690344,-0.0199911787271424
2009-02-28,-0.10745648350410275,-0.014046438215590484
2009-03-31,0.07566147027679015,0.007715283780258986
2009-04-30,0.09928726613674788,0.0016672630240648356
2009-05-31,0.058493248783120455,0.003886338532007816
2009-06-30,-0.006245771602820027,0.0011167192429022421
2009-07-31,0.07454500862623048,0.009375019694095599
2009-08-31,0.03693836566096187,0.008978263611309822
2009-09-30,0.030557449548456628,0.008527090529484083
2009-10-31,-0.019196800655973623,-0.0010504317691798493
2009-11-30,0.06150723128601254,0.009762335589959648
2009-12-31,0.013578581753272312,-0.024918673372311684
2010-01-31,-0.03628513035497638,0.014112095779097222
2010-02-28,0.03150524383310982,-0.001040818284938294
2010-03-31,0.05633168304666869,-0.0031638866173382407
2010-04-30,0.01548064780556957,0.006520823269381193
2010-05-31,-0.07954926012992047,0.007858251962414853
2010-06-30,-0.056182158852132846,0.014601375980864306
2010-07-31,0.06837019783145082,0.005617734756492743
2010-08-31,-0.04498292263825843,0.01254064429261037
2010-09-30,0.08370079292508503,-0.0026890276824849124
2010-10-31,0.038226245864908526,-0.0009172782840276561
2010-11-30,0.0,-0.010920427588573256
2010-12-31,0.06102595178039749,-0.015032746194563185
2011-01-31,0.023486999317544166,-0.0008476964032412271
2011-02-28,0.034589734782823234,-0.00013248896938178323
2011-03-31,0.0,-0.002202769021676265
2011-04-30,0.029080465365331154,0.015637392801316707
2011-05-31,-0.010955327240733448,0.012374883640586365
2011-06-30,-0.017313284358738912,-0.00446003270374673
2011-07-31,-0.019837638951077485,0.017008341109481906
2011-08-31,-0.05474100262175252,0.014810419607099723
2011-09-30,-0.06946875413673337,0.007900858127066313
2011-10-31,0.10956007293542513,0.0011281825962388137
2011-11-30,-0.00446805609542178,-0.003220726023420606
2011-12-31,0.010351985919336837,0.013610200197216038
2012-01-31,0.04639293630392172,0.007377744595649549
2012-02-29,0.043660269734615786,-0.00010106318470304299
2012-03-31,0.03181999240396105,-0.005982422212788774
2012-04-30,-0.006338318998796888,0.009371663569140765
2012-05-31,-0.06010119262739433,0.011056513806650958
2012-06-30,0.040642903833583155,-0.00019816492635793548
2012-07-31,0.011602128288501268,0.012943066673015036
2012-08-31,0.02490138067061154,0.0001093137501393393
2012-09-30,0.02551697716480006,0.002569685363832841
2012-10-31,-0.018227153071596724,-0.0003913877256885856
2012-11-30,0.006008583690987113,0.0025848247881425923
2012-12-31,0.00868196052214909,-0.004343711246002191
2013-01-31,0.05123352896547506,-0.006137007015439178
2013-02-28,0.01279179732218405,0.0058571978233386
2013-03-31,0.03801356398663258,0.0010229754158022075
2013-04-30,0.019182665372566632,0.009926696174531902
2013-05-31,0.02371477237534858,-0.01987338460507282
2013-06-30,-0.013378912897151096,-0.01035711646406512
2013-07-31,0.051336103147469725,-0.0027072120619726636
2013-08-31,-0.029857602204869105,-0.002759263481164509
2013-09-30,0.03150553150553126,0.011448615150139618
